well,condition,tile,filename,index,N_voxels,Area,Volume,shape_factor,Xc,Yc,Zc,Rg,EquivDiameter,Solidity,PrincipalAxisLengthRatio_1,PrincipalAxisLengthRatio_2,Ellipticity,Oblateness,N_voxels_collar,distance_from_sup_centre,number_of_neighbours,average_distance_to_neighbour,minimal_distance_to_neighbour,is_internal,Mean_nuc_sensor,Std_nuc_sensor,Skewness_nuc_sensor,Kurtosis_nuc_sensor,q_25_nuc_sensor,q_50_nuc_sensor,q_75_nuc_sensor,Mean_collar_sensor,Std_collar_sensor,Skewness_collar_sensor,Kurtosis_collar_sensor,q_25_collar_sensor,q_50_collar_sensor,q_75_collar_sensor,Mean_nuc_nucleus,Std_nuc_nucleus,Skewness_nuc_nucleus,Kurtosis_nuc_nucleus,q_25_nuc_nucleus,q_50_nuc_nucleus,q_75_nuc_nucleus,Mean_collar_nucleus,Std_collar_nucleus,Skewness_collar_nucleus,Kurtosis_collar_nucleus,q_25_collar_nucleus,q_50_collar_nucleus,q_75_collar_nucleus,Mean_nuc_membrane,Std_nuc_membrane,Skewness_nuc_membrane,Kurtosis_nuc_membrane,q_25_nuc_membrane,q_50_nuc_membrane,q_75_nuc_membrane,Mean_collar_membrane,Std_collar_membrane,Skewness_collar_membrane,Kurtosis_collar_membrane,q_25_collar_membrane,q_50_collar_membrane,q_75_collar_membrane,cyt_nuc_ratio_sensor,cyt_nuc_ratio_membrane,cyt_nuc_ratio_nucleus
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,10,1927,850.657,1566.5,1.3041,142.4982,177.2242,193.2787,6.8958,15.4393,0.77702,0.61864,0.50717,1.7765,0.62666,749,27.3186,8,24.6045,8.5412,0,2309.8948,518.0128,0.16517,1.9554,1867.25,2280,2748,1382.9172,190.2215,-0.040525,4.9376,1268,1376,1496,3918.8206,1498.36,0.0121,2.135,2576.25,4129,5020,770.6342,330.6124,2.4267,14.0316,559.75,713,905.25,262.6757,178.014,1.7922,7.1763,135,213,332,715.0881,369.4541,0.80163,2.7927,407,604,982.5,0.37637,0.73929,0.14725
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,11,606,334.2704,453.6667,1.1707,148.7888,178.6568,187.6815,4.2981,10.4992,0.93663,0.84107,0.64205,1.3485,0.69747,267,29.0213,6,22.0517,8.5412,0,2254.6897,455.2067,-0.27406,2.0587,1892,2303,2642,1284.764,348.1127,-0.46478,2.587,1070,1303,1575,3737.3928,1244.6418,-0.28817,2.3966,2795,4010.5,4618,688.4457,469.3704,1.645,5.9594,354.5,543,874,241.7112,140.0415,1.664,6.576,139,210.5,304,704.3708,494.5963,2.2069,8.3771,398,497,831.5,0.36134,0.70247,0.11925
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,12,2892,1066.8474,2443.3333,1.2161,146.1131,122.4343,194.4741,7.5784,17.6766,0.91001,0.73417,0.46172,1.6724,0.53249,1133,27.838,9,26.8702,20.8129,0,1946.0491,501.7731,-0.11245,1.8456,1509.5,1968,2392.5,1005.9506,244.7938,-0.76366,2.8499,870.75,1057,1198.25,4649.2061,2015.6172,-0.054282,1.7935,2715,4946,6327,659.4395,261.9086,0.41719,2.5353,454.75,632,843.5,443.8458,266.7853,1.9056,8.0706,254,364,554.5,975.3231,479.7384,1.6595,8.0718,653,893,1181.25,0.34942,0.71042,0.1133
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,13,2397,900.3752,2047.8333,1.1545,130.8636,136.5987,194.4998,6.7574,16.6044,0.91071,0.76471,0.60163,1.4638,0.68184,851,20.9619,8,22.341,15.7767,0,1734.9291,358.5458,-0.036983,1.9818,1441,1732,2044,1038.9037,210.3792,-1.5751,5.2804,993,1092,1167.75,3631.6404,1112.4607,-0.061559,2.5034,2818.25,3679,4434,816.9248,355.0648,0.55386,2.5809,531.5,757,1053,321.0455,173.7073,2.4669,12.5417,206,275,377,709.9647,373.1968,2.5376,12.4963,480.25,592,844.5,0.38669,0.68281,0.17065
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,14,2188,852.1557,1848,1.1701,158.8364,163.702,196.9593,6.5898,16.1071,0.91091,0.93277,0.59947,1.3053,0.62033,886,18.5,11,23.1471,17.1934,1,2392.084,489.9303,0.20242,2.1563,1984.5,2357.5,2793.5,1433.5869,176.4118,-1.2025,5.7986,1346,1464.5,1539,3781.1589,1278.1957,0.049451,2.0329,2678.5,3805.5,4811.5,846.9831,301.7957,0.56074,2.9886,620,816.5,1042,486.8899,237.5594,1.934,8.2591,325.5,434,567,1076.5959,417.6391,1.0519,3.8474,732,990.5,1312,0.38318,0.69533,0.17666
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,15,36,36.827,15.3333,1.2338,140.5,149,193,1.7873,4.0967,1,0.55556,0.48662,1.919,0.62566,92,6.3523,10,19.6361,13.3063,1,673.3889,69.6092,-0.18189,1.8891,621.5,681.5,737,742.587,121.6674,-0.016101,2.1424,643.5,752,837,1981.4445,234.4577,0.47896,2.7638,1839,1929,2080,1116.6414,270.5486,-0.051535,1.9972,884,1146.5,1332.5,1014.8611,150.3437,0.15918,1.8078,880.5,1008,1143,1187.9783,285.3151,0.83091,3.8406,973.5,1162,1338,0.52459,0.53548,0.37278
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,16,2895,1122.6271,2427.3333,1.2853,170.7092,154.0166,204.7596,7.7954,17.6828,0.87173,0.81748,0.42628,1.608,0.46909,1125,26.8979,9,28.1379,17.1934,0,1960.0315,481.0794,0.05891,2.3929,1595.25,1941,2312.75,1088.5529,298.9509,-0.38259,2.4441,885.25,1125,1317.25,3467.8276,1283.322,0.14516,2.1362,2402.5,3478,4408,800.4854,338.9328,0.78084,3.4521,560,732,1001.25,383.0262,228.3423,1.4712,5.0151,217.25,314,478.75,677.064,329.3766,0.87685,3.0459,416.75,594,883,0.36693,0.65418,0.17387
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,17,1582,710.9799,1298.3333,1.2353,149.2421,142.909,202.0657,6.1931,14.4567,0.88479,0.78801,0.48195,1.5749,0.53909,748,11.7891,12,21.1599,13.9897,1,1542.8281,196.994,-0.04054,2.3878,1395,1551,1687,1041.6792,109.4204,0.50416,3.8277,975,1037,1102.5,3511.2085,762.8353,0.11986,2.1177,2877,3495,4113,1155.9906,324.2979,0.048824,2.2241,875,1165,1396,573.0708,225.641,1.4606,5.3639,411,514,665,1230.1484,489.9149,0.78672,2.9643,792,1137.5,1566,0.4007,0.68877,0.25
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,18,5080,1504.8543,4491.8333,1.143,129.0488,160.9343,206.1776,8.5767,21.3282,0.92955,0.9428,0.65201,1.2541,0.6712,1465,24.4136,10,26.5805,21.1472,0,2107.1516,484.7408,0.36475,2.4312,1726,2059,2459,1197.9624,190.4557,0.39399,3.7942,1070,1186,1310.25,4719.2407,1648.1763,0.24101,2.542,3456,4695.5,5848,895.2034,285.9806,0.59251,3.2268,687,866,1056,232.2333,167.4278,3.7463,25.6816,131,193,276,640.0641,555.1277,2.8527,11.345,361,448,641.5,0.36549,0.69891,0.15571
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,19,2876,1074.9175,2443.6667,1.2252,115.8515,138.4318,213.9948,7.5549,17.644,0.901,0.77444,0.46564,1.6128,0.52483,1105,39.0646,7,34.3626,22.7367,0,1814.566,566.1811,0.29387,2.2929,1378.5,1742,2237,799.0606,346.1968,0.4518,2.1167,501.75,735,1063.25,4052.9441,2287.2568,0.48303,2.1619,1931.5,3674.5,5883.5,481.1502,143.7806,0.01926,2.5123,377,485,583,783.1078,461.6279,1.3441,4.8338,430.5,653,1016.5,1337.6824,601.2213,1.5352,6.184,930,1176,1585.25,0.29673,0.64297,0.1166
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,20,2182,864.9907,1831.5,1.1949,137.8529,132.7576,213.1577,6.6698,16.0923,0.89098,0.829,0.55678,1.4432,0.60884,905,27.9898,8,23.5474,18.8626,0,1775.8263,409.2953,-0.085218,2.573,1490,1790,2063,956.9846,297.9628,-0.3205,1.8837,684,1024,1204.25,3046.4954,1022.8813,0.10358,2.2116,2209,3066,3813,712.3005,257.3968,0.82537,3.1668,520,658,851,557.4826,282.4047,1.8642,7.1561,368,476,650,971.9834,552.8641,1.2846,4.4284,566.75,815,1227.75,0.36389,0.63129,0.17669
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,21,2619,968.6533,2236.5,1.1712,160.462,138.8996,217.3375,7.0667,17.1019,0.90373,0.81149,0.56063,1.4576,0.61897,959,30.013,8,28.4239,19.3698,0,1339.5861,345.8833,-0.52943,2.5267,1106,1387,1619.75,754.7894,317.7497,-0.10535,1.815,464.25,798,1010,2921.7615,992.8986,-0.1328,1.9294,2089.75,3007,3752.75,712.4766,299.719,0.91029,2.9753,491.25,621,873.5,528.6586,258.4594,1.6012,6.3676,339,457,657.75,737.9865,224.4978,0.60745,3.5029,595,709,854.75,0.36522,0.60806,0.17117
F5,200 nm Binimetinib,1,F5_tile_1_fused_tp_0,22,2406,915.7928,2050.6667,1.1732,147.4547,153.2041,219.4377,6.8184,16.6252,0.90417,0.75595,0.58257,1.4942,0.66354,929,26.4368,9,26.7514,19.4479,0,1541.6168,431.6099,-0.028549,2.2729,1226,1526.5,1887,900.9279,289.7079,-0.73793,2.4273,686.75,996,1124.25,3564.4343,1464.9791,0.16553,1.8738,2322,3436,4869,789.4833,290.0853,0.46623,2.6786,557.75,764,980.25,699.8915,332.183,1.1402,4.1861,442,619,878,1070.6124,426.8423,0.721,3.1404,713.75,1007,1337.5,0.39485,0.61931,0.1819
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,1,2472,892.8232,2106,1.1237,156.0781,143.3621,196.409,6.728,16.7758,0.93178,0.73482,0.66543,1.4283,0.76714,909,37.4,9,30.367,15.0889,0,1259.8042,383.6608,-0.17738,1.9111,938,1274,1606.5,530.143,189.9066,-0.48035,2.1088,379,580,675.25,2996.2222,1182.4597,0.056079,2.1267,2003,3046.5,3900,528.4775,279.6575,1.2857,5.2424,338.75,458,656.5,27.5194,23.6576,1.7259,8.2315,10,23,38,66.462,39.6826,1.9565,7.5675,42,55,76,0.31284,0.70513,0.13069
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,2,2562,945.1065,2192.3333,1.158,145.2217,136.3111,204.1612,6.8974,16.977,0.91598,0.87539,0.60252,1.3533,0.64256,866,32.0412,8,23.6808,15.0889,1,1146.0117,196.1679,-0.33179,2.4235,998,1171,1297,695.918,130.0155,-0.14203,2.6146,599,709,783,3536.1011,991.0609,-0.0061225,2.8084,2889,3566.5,4219,858.134,419.8441,0.82911,2.7434,531,722,1128,52.9215,39.0905,1.868,11.6803,24,45,72,128.3129,44.4659,1.1854,5.5775,99,122,152,0.37713,0.73054,0.16836
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,3,2153,801.1744,1824.6667,1.1095,140.3349,154.6665,205.2294,6.2917,16.0207,0.92403,0.90621,0.76861,1.1942,0.80643,738,27.2733,9,25.2047,18.0799,0,1322.9717,256.0277,-0.24168,2.4459,1134,1349,1514,710.3604,140.416,-0.4333,3.2477,634,711.5,804,3062.9373,902.9669,-0.12123,2.3761,2412.25,3147,3727.5,697.0027,337.3613,1.0762,3.4002,460,582.5,869,21.7343,20.5851,1.2892,5.8169,4,17,34,75.542,36.952,1.9785,8.6109,52,67,88,0.3453,0.79762,0.15619
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,4,2463,932.5765,2078,1.1842,130.6626,130.9306,210.6374,6.9311,16.7554,0.91324,0.8837,0.54607,1.3988,0.57978,981,34.5754,10,29.6775,16.8184,0,1112.1051,268.7401,-0.13947,2.1282,888.25,1137,1326.75,569.6055,153.2696,-0.72664,2.8052,471,609,683.25,3020.6467,1095.589,0.0080095,2.3421,2167.75,3077,3799.75,569.4454,277.5139,1.3719,5.2218,367,514,699.25,27.0061,22.3932,1.1631,4.7361,9,22,39,93.4322,63.3052,1.3175,3.9588,47,71,116,0.3488,0.76344,0.14314
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,5,2458,878.4114,2098.1667,1.1083,148.522,177.3344,209.8104,6.5721,16.7441,0.93318,0.95289,0.78422,1.1513,0.80314,863,32.7418,8,27.0267,15.3872,0,1183.3608,280.301,-0.36562,2.4124,977,1207,1419,591.679,220.7653,-0.63124,2.2236,432.25,652,759.75,3250.0994,1214.9761,0.016239,2.1942,2245,3332,4145,560.2677,282.6883,0.97061,3.0528,361.25,465,701.5,14.0659,16.4096,1.43,5.3009,0,9,24,46.1054,26.795,1.7501,8.5407,28,41,57,0.35073,0.82,0.12247
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,6,2638,947.9661,2243,1.144,152.9382,117.4773,218.1922,6.959,17.1432,0.93216,0.97566,0.61048,1.2609,0.618,1010,38.2107,9,30.7007,21.3069,0,1261.9132,375.498,-0.14992,1.8748,938,1275.5,1600,571.3475,225.2948,-0.37013,1.9613,379,622.5,742,3210.5461,1375.5856,0.0097192,1.9219,1957,3341,4296,510.2683,212.7274,0.73564,2.9566,361,459,635,35.7077,28.8417,2.7178,21.6847,16,31,50,84.7574,60.7439,5.6069,59.0897,51,70,103,0.32798,0.69307,0.12079
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,7,2808,966.5358,2423.6667,1.1077,172.354,139.5438,218.1043,6.9094,17.5038,0.93631,0.87249,0.72464,1.2522,0.77398,927,31.3314,9,28.3746,16.736,0,936.4387,128.58,-0.12156,3.0551,852,941,1020,660.6257,144.5375,-0.67128,3.2029,583.5,694,754,2951.7144,1019.4059,-0.037789,2.517,2143,3086,3687.5,601.4628,270.5963,0.67077,3.109,390.25,567,773,30.1097,29.8857,3.0262,22.8113,10,22,43,77.7907,53.3535,2.293,11.4051,44,64,96,0.42446,0.74419,0.15521
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,8,1083,487.7913,873.1667,1.1041,164.253,157.0536,217.0545,4.9913,12.7412,0.93362,0.93491,0.8138,1.1437,0.84118,486,22.6317,11,23.7221,14.7582,1,996.7701,89.1079,-0.2752,2.8873,937.25,1003,1064,772.4547,82.3111,-0.50667,2.9231,720,785,832,2607.7441,631.8562,-0.3792,2.291,2146,2712,3100,711.1399,293.6434,0.94203,3.0927,486,617,891,10.5439,12.0707,1.4755,5.7377,0,7,17,43.072,26.254,3.0512,20.1695,29,39,52,0.43904,0.84783,0.18534
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,9,2474,879.7388,2115.5,1.1039,115.6261,152.4814,220.766,6.6106,16.7803,0.9357,0.85494,0.73461,1.2582,0.79206,930,33.5103,9,31.3643,23.4932,0,1112.2672,354.5831,0.014329,2.156,841,1098,1407,555.585,227.1043,-0.07893,2.1192,349,585.5,722,2751.0295,1244.6044,0.24034,2.055,1608,2728,3737,404.0398,138.4799,0.61804,2.7168,293,379,496,24.4616,22.2604,1.2572,5.7948,6,21,38,53.686,39.0291,5.0389,42.5443,33,47,63,0.34779,0.69118,0.12198
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,10,2030,788.0741,1716.8333,1.1366,141.1069,185.2877,220.6975,6.3207,15.7096,0.91897,0.75036,0.63902,1.4395,0.73016,760,34.7611,10,28.1788,15.3872,0,889.7246,228.9714,-0.13649,2.1302,712,898,1078,455.1118,167.9048,-0.41685,1.9233,312.5,494.5,595.5,2850.8896,1102.8671,0.095175,2.2305,1920,2907.5,3643,516.5987,196.2722,0.76729,4.5455,376.5,496.5,641,6.5695,11.245,2.9532,17.5271,0,0,10,25.0803,21.3868,3.2255,30.3851,11,21,35,0.35512,1,0.14586
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,11,3456,1121.2967,3014,1.1112,137.465,161.0677,221.8929,7.3379,18.7582,0.92828,0.86381,0.82525,1.1841,0.88555,1055,16.0662,15,27.9581,18.0799,1,1527.5011,304.2226,0.0089604,2.0687,1274.5,1532,1771.5,900.0512,108.9996,0.43811,3.2546,823.25,892,969,4243.5854,1380.4814,0.26324,3.0125,3221,4282,5144,837.3459,247.7769,0.43296,3.1581,654.25,825,993,34.5318,32.2027,2.3488,16.3676,11,27,50,93.6474,48.7353,3.176,21.8179,63,84,114,0.36799,0.75676,0.16154
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,12,2417,892.6704,2056.8333,1.1413,166.0881,175.1154,222.5925,6.776,16.6505,0.92146,0.71602,0.59402,1.5267,0.69232,886,30.4308,8,25.9674,15.6858,0,1155.6495,266.5537,-0.14198,1.9079,921.75,1185,1374,618.8533,90.8544,-0.10192,2.4052,551,624,689,2784.9636,984.543,-0.032478,2.3059,2002.75,2893,3466,545.2923,233.5266,0.60703,3.2076,368,520.5,693,10.5834,14.3781,1.7375,6.9868,0,4,17,46.9628,33.0893,2.8826,22.3501,26,40,59,0.34494,0.90909,0.15248
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,13,3360,1099.991,2915.3333,1.1146,143.1027,135.3393,224.3723,7.2565,18.5829,0.91753,0.88271,0.84108,1.1602,0.89348,1052,19.3883,14,26.6918,17.9805,1,1359.6759,183.0826,-0.0073489,2.6462,1223,1372,1485,905.7424,103.9288,0.058105,2.7857,832.5,909,974.5,4864.4849,1465.7825,0.43194,3.0854,3820,4796.5,5750.5,1109.4031,401.9017,0.69972,2.7712,804,1012.5,1371,52.6292,39.5948,2.0089,9.5681,25,43,69,147.6721,76.9035,1.3205,5.034,86.5,128,191,0.39851,0.74854,0.1743
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,14,2861,984.1479,2472,1.1131,176.2789,157.3191,225.605,6.9166,17.6133,0.92829,0.83886,0.76835,1.2444,0.83568,907,29.8517,8,25.0509,14.7582,0,1002.6585,124.8213,-0.34309,2.979,921,1015,1091,695.936,167.1543,-1.3651,4.5182,641,734,813,2635.7815,824.8875,-0.057216,2.4486,2016.75,2708,3243.25,601.7585,256.4723,0.37737,2.7934,402.5,592,778.25,14.5634,19.219,1.9589,7.5442,0,7,22,46.7442,31.0345,1.2766,4.707,25,39,61,0.41967,0.84783,0.17939
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,15,2279,848.6577,1940.6667,1.1279,161.6933,142.6972,230.6143,6.5307,16.3273,0.92755,0.76276,0.67344,1.3926,0.76407,835,17.5874,12,25.1908,16.736,1,941.4941,87.809,0.14402,2.9579,881,939,999,767.176,73.0467,0.2706,2.9284,713,768,814,2847.4199,639.0322,0.41924,3.1622,2443,2792,3215.75,907.7305,310.8367,0.18598,2.4643,653.25,904,1127.75,31.2321,21.2629,1.5448,6.9655,16,26,42,79.1317,26.8949,1.2499,8.6461,61,78,94,0.44991,0.75,0.24459
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,16,1822,733.1741,1523.6667,1.145,155.8507,166.5812,230.8633,6.0576,15.1536,0.90109,0.88183,0.66234,1.2952,0.70393,738,16.1552,13,24.8107,15.6858,1,1544.2881,353.1162,0.0011515,2.0532,1251,1561,1823,793.1246,93.5436,0.58461,3.7528,733,784,842,3467.6909,1041.4524,-0.070794,2.0237,2599,3564.5,4300,786.4323,210.0612,0.6971,3.3309,635,758,910,12.4435,12.8596,1.423,6.0485,1,9,20,46.4444,28.9413,3.04,24.0123,29,43,57,0.33433,0.82692,0.17536
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,17,4496,1342.2804,3973.5,1.1064,116.2843,170.2593,241.653,8.0305,20.4775,0.93628,0.85035,0.77624,1.2296,0.83902,1313,37.0344,7,27.7467,20.779,0,1048.6453,188.0923,0.46678,3.1943,916.5,1033,1157,665.6664,173.7731,-0.85869,4.1277,610.75,704,774,2665.7842,928.6842,0.34616,3.4199,1979,2708,3233,516.0335,173.9391,0.94514,4.3259,396,492,612,11.6837,34.705,13.6198,307.6091,0,0,13,44.227,53.5314,6.7869,75.8269,20,32,49,0.4053,1,0.15375
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,18,2091,788.5645,1780,1.1102,117.7456,141.5514,241.7561,6.2653,15.8654,0.93182,0.87746,0.7288,1.2451,0.77637,780,33.311,8,27.9821,18.6666,0,931.493,262.8857,0.40531,2.6837,737.25,908,1105,530.3128,186.806,0.13019,2.889,410,535.5,651,2702.3906,958.0824,0.081845,2.3641,1926,2763,3402,574.991,217.8391,0.53415,3.0195,416,550.5,703.5,18.5591,14.7188,0.88721,3.5681,7,16,27,47.2769,21.2586,1.9677,11.9716,34,44,56,0.37097,0.73333,0.16614
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,19,2044,796.4791,1725,1.1451,148.8263,134.5083,241.3973,6.3026,15.7457,0.91128,0.86803,0.69104,1.2828,0.73986,752,20.8853,13,27.2389,17.9805,1,1571.9819,295.1524,0.19979,2.1118,1329.5,1551,1802.5,966.4016,124.6173,0.95659,3.8434,875,944,1031.5,4388.272,1219.1016,-0.020951,2.18,3411,4450.5,5338,1127.141,358.4812,0.25481,2.9908,888,1119,1352.5,36.0768,19.4861,0.87795,4.3795,22,34,48,70.7008,26.2769,2.4246,17.7061,54,67,83,0.37836,0.66337,0.20092
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,20,2291,843.8181,1950.6667,1.1177,150.9354,183.9005,242.347,6.4026,16.3559,0.9175,0.95652,0.84245,1.1117,0.86117,795,33.0762,6,21.9794,14.971,0,1041.3409,258.6237,-0.33253,2.6383,851.25,1074,1236,540.0516,183.1261,-0.63289,2.3586,410.25,598,673,2486.1113,835.5795,0.081994,2.6133,1833.25,2545,3100.75,570.5245,217.1254,0.24607,2.6341,414.25,545,736,11.7791,14.629,1.763,7.1942,0,7,18,34.8516,23.9014,1.3738,6.6266,19,31,46,0.35766,0.81579,0.17638
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,21,2356,885.1177,2000.6667,1.1527,136.034,185.1719,243.0255,6.7899,16.5092,0.92175,0.79954,0.55144,1.4804,0.61287,790,36.1291,8,29.6873,14.971,0,1014.874,248.069,-0.39985,2.4776,842,1047.5,1211,493.1354,195.9652,-0.34325,1.7362,295,555,654,2541.405,837.5157,-0.1113,2.1074,1846,2633,3174.5,534.7253,178.728,0.65371,3.3872,405,512,636,5.3081,8.7119,2.0556,7.5733,0,0,8,20.0367,14.2682,0.862,4.2055,9,18,29,0.34633,1,0.1628
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,22,3370,1117.8204,2920.6667,1.1313,144.3335,118.0077,247.8273,7.449,18.6013,0.92684,0.82946,0.64264,1.3586,0.70254,1088,38.5904,9,32.3661,18.1584,0,1716.1661,509.7443,-0.21606,2.1962,1338,1732.5,2151,763.3667,314.6407,-0.3554,1.7387,435,874,1023,4275.0835,1543.3347,-0.096425,2.1108,2963,4495,5458,843.8447,356.0926,0.62119,2.8988,576,788.5,1056,16.4694,15.4367,2.4929,19.5867,5,14,24,37.5818,23.3253,2.6704,18.2534,23,34,47.5,0.33532,0.70833,0.14924
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,23,3397,1119.1759,2957.8333,1.1231,130.227,129.4215,248.5031,7.3748,18.6509,0.92536,0.96707,0.73054,1.1781,0.74277,1066,33.6308,7,25.8922,18.1584,0,1276.4498,234.6864,-0.75285,4.2936,1156,1301,1419,864.2139,312.6341,-0.61815,2.4086,688,953,1084,4230.5229,1406.0354,0.023586,2.3274,3121.5,4335,5235,896.3002,286.6758,0.54681,3.2907,696,865,1051,23.8107,27.3829,3.3908,19.9469,7,18,31,52.7833,34.3672,1.8038,7.5447,30,43,67,0.4228,0.70492,0.16635
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,24,1978,768.271,1673.6667,1.127,142.0116,169.8529,247.0834,6.273,15.5743,0.92864,0.78193,0.62187,1.4247,0.69797,770,23.6624,11,26.2488,16.9373,1,988.2356,190.9608,-0.15375,2.0141,827,1004,1147,591.5688,62.3948,0.16974,2.9568,551,587,629,2892.7654,912.2123,0.18556,2.5905,2143,2957.5,3521,657.5987,191.106,0.21225,2.8979,520,654,783,13.542,13.1068,2.0954,14.2865,3,11,21,41.4662,23.1455,3.6856,27.4344,28,37,48,0.36895,0.77083,0.18109
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,25,3432,1179.2923,2951.6667,1.1851,172.3205,148.7453,252.6818,7.76,18.7147,0.9206,0.84285,0.53404,1.4525,0.57958,1165,32.9793,10,30.8937,17.0935,0,1119.2465,242.8934,-0.1114,2.0011,924,1127,1324,649.9537,110.579,-0.17367,2.8672,574,658,727,2600.5547,848.7981,-0.15568,2.1695,1907,2703,3260,578.7906,212.257,0.15539,2.3887,419.25,578,737,29.9231,18.8751,0.74725,3.8472,16,28,42,57.5245,18.8329,0.68653,3.2004,44,55,68,0.36863,0.66265,0.17617
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,26,2889,1050.1784,2484.1667,1.1839,127.3593,155.9148,251.819,7.2806,17.6705,0.8972,0.74539,0.57591,1.5137,0.65991,1010,28.663,11,28.9108,19.9998,0,948.2991,204.0422,0.36421,2.4565,793,930,1085,651.6475,115.8462,0.6357,3.7682,573,646,710,2803.0613,976.2818,0.11912,2.1777,1972,2817,3527,634.0673,190.2397,0.54832,2.9439,494,613.5,747,19.929,18.0675,1.242,5.1745,5,16,30,51.7465,29.6209,1.7261,8.8495,32,46,66,0.4099,0.74194,0.17884
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,27,2577,951.9897,2195.1667,1.1655,155.8456,152.3279,255.4975,7.0426,17.01,0.91124,0.67446,0.57166,1.605,0.6828,889,25.44,8,23.7526,16.9544,1,1029.0718,186.2415,0.13525,2.2221,884.75,1025,1170,680.5478,83.5259,-0.10309,2.5521,620.75,686,742,3072.3201,956.6134,0.18802,2.4035,2306.75,3099,3743,773.3644,199.9859,0.45873,2.8549,621,754,902,33.7602,27.3508,1.9024,8.192,16,27,43,67.7492,41.2797,1.5208,5.0543,41,55,81.25,0.40094,0.67073,0.19569
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,28,2539,940.687,2162.5,1.1632,170.9417,170.4435,256.6428,7.0396,16.926,0.91134,0.66321,0.54235,1.659,0.65217,959,38.6867,9,31.1277,22.0998,0,808.258,261.4573,0.31011,2.2593,602.5,777,1005.75,401.0886,147.0899,0.039517,2.0867,285.25,396,523,2097.991,992.0461,0.36783,1.9932,1221.25,1962,2889.75,407.415,148.5121,0.44701,2.8205,296,386,506,20.1371,14.7909,0.67821,3.4594,8,19,30,42.9072,19.3308,1.1568,6.0754,30,40,54,0.3376,0.67797,0.1644
F5,200 nm Binimetinib,2,F5_tile_2_fused_tp_0,29,3030,1033.1932,2626,1.1225,153.0584,140.0244,266.8248,7.0697,17.9535,0.91902,0.84014,0.77228,1.2404,0.83938,969,37.9929,9,32.4387,16.9544,0,867.7647,219.1709,-0.59298,2.8744,733,895,1032,575.1042,259.0888,0.27928,2.4247,362.75,579,745.25,2436.8816,884.1431,0.052702,2.2471,1731,2481,3087,571.4655,249.0282,1.2425,4.3879,399.75,497,699.25,22.5901,19.7438,3.3905,33.0835,10,19,32,48.8215,62.5938,8.3393,87.624,31,39,50,0.39281,0.67241,0.16689
